packet_index,label,kitsune_tanh_rmse,tenko_node_score
20430,0,0.006177,0.005710
20440,0,0.004083,0.004099
20450,0,0.004231,0.004331
20460,0,0.003054,0.003372
20470,0,0.004351,0.004351
20480,0,0.031355,0.031344
20490,0,0.015280,0.060346
20500,0,0.015641,0.059317
20510,0,0.018193,0.018191
20520,0,0.003269,0.018838
20530,0,0.002559,0.005259
20540,0,0.004941,0.003418
20550,0,0.002685,0.003372
20560,0,0.005758,0.004908
20570,0,0.002999,0.003371
20580,0,0.002819,0.006572
20590,0,0.035098,0.249592
20600,0,0.033773,0.249516
20610,0,0.046299,0.013912
20620,0,0.032912,0.249339
20630,0,0.003310,0.003371
20640,0,0.021124,0.006294
20650,0,0.002806,0.006357
20660,0,0.002098,0.005255
20670,0,0.041146,0.014034
20680,0,0.002789,0.002965
20690,0,0.040473,0.014080
20700,0,0.002562,0.002562
20710,0,0.004237,0.006183
20720,0,0.003166,0.002894
20730,0,0.022294,0.019368
20740,0,0.004540,0.004604
20750,0,0.018023,0.018979
20760,0,0.004422,0.005707
20770,0,0.023498,0.023493
20780,0,0.016835,0.016833
20790,0,0.003284,0.003284
20800,0,0.002876,0.002876
20810,0,0.003888,0.003370
20820,0,0.003065,0.003370
20830,0,0.003009,0.003370
20840,0,0.006638,0.006777
20850,0,0.004002,0.003950
20860,0,0.007035,0.006777
20870,0,0.005407,0.006647
20880,0,0.003313,0.003370
20890,0,0.003397,0.003370
20900,0,0.003311,0.002920
20910,0,0.003898,0.003370
20920,0,0.004712,0.004668
20930,0,0.004266,0.070517
20940,0,0.002534,0.002534
20950,0,0.002316,0.018773
20960,0,0.002747,0.002965
20970,0,0.004865,0.012096
20980,0,0.003319,0.003370
20990,0,0.003496,0.003370
21000,0,0.003108,0.007433
21010,0,0.002753,0.002753
21020,0,0.007175,0.011329
21030,0,0.018154,0.008523
21040,0,0.031381,0.014813
21050,0,0.004283,0.005759
21060,0,0.004276,0.004229
21070,0,0.004040,0.004049
21080,0,0.004021,0.014127
21090,0,0.002605,0.005248
21100,0,0.004913,0.030999
21110,0,0.003401,0.008824
21120,0,0.004384,0.005708
21130,0,0.006677,0.006779
21140,0,0.003420,0.005472
21150,0,0.020001,0.005257
21160,0,0.007109,0.008606
21170,0,0.015456,0.021192
21180,0,0.004030,0.005259
21190,0,0.004229,0.004228
21200,0,0.004862,0.004983
21210,0,0.005242,0.005705
21220,0,0.006502,0.010689
21230,0,0.005023,0.005023
21240,0,0.005715,0.006455
21250,0,0.003397,0.003459
21260,0,0.003846,0.003846
21270,0,0.004289,0.009447
21280,0,0.003306,0.003368
21290,0,0.003397,0.003368
21300,0,0.005135,0.030838
21310,0,0.004592,0.004592
21320,0,0.003099,0.003444
21330,0,0.003170,0.003169
21340,0,0.005070,0.036865
21350,0,0.006996,0.006780
21360,0,0.003313,0.003368
21370,0,0.004195,0.004195
21380,0,0.003893,0.003368
21390,0,0.003022,0.003022
21400,0,0.003417,0.005700
21410,0,0.008582,0.030794
21420,0,0.005488,0.014097
21430,0,0.002598,0.005253
21440,0,0.003130,0.005252
21450,0,0.004380,0.004380
21460,0,0.007138,0.006781
21470,0,0.002957,0.027023
21480,0,0.002508,0.023521
21490,0,0.003364,0.007214
21500,0,0.004067,0.003757
21510,0,0.002568,0.005251
21520,0,0.007101,0.005251
21530,0,0.002711,0.003367
21540,0,0.033288,0.248576
21550,0,0.032330,0.248500
21560,0,0.004074,0.002037
21570,0,0.006741,0.006498
21580,0,0.027099,0.014157
21590,0,0.029162,0.248221
21600,0,0.028449,0.248145
21610,0,0.004090,0.005612
21620,0,0.024656,0.014202
21630,0,0.003321,0.003367
21640,0,0.002559,0.003367
21650,0,0.003923,0.003366
21660,0,0.014713,0.014712
21670,0,0.004559,0.030726
21680,0,0.004163,0.004163
21690,0,0.002485,0.005248
21700,0,0.003299,0.007170
21710,0,0.003621,0.005247
21720,0,0.003463,0.003366
21730,0,0.006456,0.006783
21740,0,0.002677,0.007068
21750,0,0.002437,0.005246
21760,0,0.004744,0.005245
21770,0,0.002544,0.003366
21780,0,0.007368,0.007368
21790,0,0.014523,0.014522
21800,0,0.002954,0.003201
21810,0,0.017954,0.017952
21820,0,0.004936,0.004967
21830,0,0.014023,0.014022
21840,0,0.003420,0.003365
21850,0,0.002053,0.005243
21860,0,0.006965,0.006784
21870,0,0.003177,0.003365
21880,0,0.006477,0.006784
21890,0,0.002977,0.003365
21900,0,0.002764,0.003113
21910,0,0.004243,0.004249
21920,0,0.002471,0.002834
21930,0,0.004257,0.006923
21940,0,0.003275,0.005678
21950,0,0.006610,0.006785
21960,0,0.002888,0.002888
21970,0,0.005437,0.014196
21980,0,0.002525,0.003365
21990,0,0.003427,0.003365
22000,0,0.006919,0.006785
22010,0,0.007687,0.005677
22020,0,0.004291,0.004291
22030,0,0.002624,0.005259
22040,0,0.003610,0.005259
22050,0,0.008258,0.006786
22060,0,0.002554,0.003364
22070,0,0.004682,0.005676
22080,0,0.002942,0.003364
22090,0,0.003639,0.004417
22100,0,0.004631,0.004631
22110,0,0.009063,0.004317
22120,0,0.003008,0.003094
22130,0,0.019652,0.010451
22140,0,0.002524,0.005257
22150,0,0.003961,0.008699
22160,0,0.012140,0.015346
22170,0,0.002773,0.004488
22180,0,0.011572,0.011572
22190,0,0.003240,0.003125
22200,0,0.013067,0.005257
22210,0,0.002469,0.005256
22220,0,0.039226,0.022473
22230,0,0.004113,0.004414
22240,0,0.007599,0.030500
22250,0,0.003446,0.010515
22260,0,0.011346,0.030440
22270,0,0.087709,0.247826
22280,0,0.088708,0.247789
22290,0,0.204302,0.201506
22300,0,0.087559,0.247733
22310,0,0.202069,0.199363
22320,0,0.002779,0.006108
22330,0,0.004718,0.004660
22340,0,0.002974,0.003363
22350,0,0.003634,0.003479
22360,0,0.004769,0.004919
22370,0,0.019444,0.247582
22380,0,0.004123,0.002945
22390,0,0.007427,0.006795
22400,0,0.006121,0.005255
22410,0,0.003280,0.004252
22420,0,0.003397,0.003363
22430,0,0.003625,0.003625
22440,0,0.004426,0.005017
22450,0,0.017783,0.018226
22460,0,0.003205,0.018188
22470,0,0.017893,0.010519
22480,0,0.003410,0.003410
22490,0,0.003314,0.003397
22500,0,0.003621,0.005254
22510,0,0.002545,0.005253
22520,0,0.003483,0.006351
22530,0,0.003892,0.003362
22540,0,0.004058,0.004178
22550,0,0.007811,0.006797
22560,0,0.005134,0.014186
22570,0,0.028320,0.018055
22580,0,0.003516,0.005252
22590,0,0.002557,0.005252
22600,0,0.004111,0.004111
22610,0,0.006308,0.018053
22620,0,0.004984,0.004900
22630,0,0.003012,0.003361
22640,0,0.008245,0.006800
22650,0,0.004202,0.036033
22660,0,0.021853,0.016397
22670,0,0.022892,0.019623
22680,0,0.023890,0.007944
22690,0,0.018264,0.018262
22700,0,0.004244,0.004244
22710,0,0.007526,0.006803
22720,0,0.002963,0.003361
22730,0,0.007397,0.006803
22740,0,0.004240,0.004240
22750,0,0.002893,0.002893
22760,0,0.004054,0.007773
22770,0,0.003518,0.003286
22780,0,0.002970,0.003361
22790,0,0.007860,0.006805
22800,0,0.006414,0.006013
22810,0,0.004287,0.004287
22820,0,0.002583,0.005246
22830,0,0.004234,0.004234
22840,0,0.003143,0.003171
22850,0,0.009356,0.017862
22860,0,0.003251,0.003251
22870,0,0.007520,0.006808
22880,0,0.003063,0.003440
22890,0,0.003497,0.005823
22900,0,0.002548,0.003360
22910,0,0.005043,0.004940
22920,0,0.007488,0.006809
22930,0,0.003880,0.004002
22940,0,0.002517,0.002517
22950,0,0.005053,0.004950
22960,0,0.006628,0.006809
22970,0,0.004996,0.005242
22980,0,0.002665,0.005241
22990,0,0.003036,0.003359
23000,0,0.003073,0.003073
23010,0,0.007593,0.030030
23020,0,0.011154,0.014174
23030,0,0.002577,0.005240
23040,0,0.003321,0.003359
23050,0,0.004284,0.004284
23060,0,0.002659,0.008255
23070,0,0.004071,0.002629
23080,0,0.003329,0.003075
23090,0,0.007331,0.005649
23100,0,0.002666,0.002666
23110,0,0.005893,0.002946
23120,0,0.013713,0.246676
23130,0,0.010899,0.014168
23140,0,0.003025,0.003359
23150,0,0.011971,0.246486
23160,0,0.011812,0.246405
23170,0,0.012004,0.246324
23180,0,0.012624,0.246243
23190,0,0.012316,0.014147
23200,0,0.002704,0.005237
23210,0,0.006905,0.006810
23220,0,0.004078,0.004078
23230,0,0.003062,0.003332
23240,0,0.003007,0.003358
23250,0,0.005102,0.005098
23260,0,0.003294,0.005421
23270,0,0.002399,0.005235
23280,0,0.002707,0.003358
23290,0,0.032516,0.026336
23300,0,0.030786,0.027382
23310,0,0.004233,0.004258
23320,0,0.054022,0.030159
23330,0,0.002536,0.002680
23340,0,0.004038,0.004040
23350,0,0.003321,0.003358
23360,0,0.003267,0.005640
23370,0,0.004072,0.004072
23380,0,0.004955,0.003402
23390,0,0.004533,0.011846
23400,0,0.003559,0.003559
23410,0,0.004579,0.002289
23420,0,0.002560,0.003357
23430,0,0.007048,0.006811
23440,0,0.008676,0.006812
23450,0,0.003338,0.003338
23460,0,0.003488,0.003488
23470,0,0.004016,0.005188
23480,0,0.002569,0.005230
23490,0,0.012466,0.246002
23500,0,0.027257,0.014155
23510,0,0.004299,0.004116
23520,0,0.003781,0.002968
23530,0,0.004407,0.004407
23540,0,0.004048,0.004055
23550,0,0.004206,0.004206
23560,0,0.002645,0.005227
23570,0,0.003535,0.005227
23580,0,0.003471,0.003471
23590,0,0.003702,0.003702
23600,0,0.006728,0.004471
23610,0,0.007163,0.005226
23620,0,0.004233,0.004231
23630,0,0.002531,0.005226
23640,0,0.003629,0.005225
23650,0,0.002578,0.003356
23660,0,0.003029,0.003356
23670,0,0.004210,0.017621
23680,0,0.004037,0.004040
23690,0,0.002487,0.005224
23700,0,0.007910,0.006814
23710,0,0.003586,0.005620
23720,0,0.002582,0.003356
23730,0,0.008216,0.005621
23740,0,0.019911,0.057048
23750,0,0.016410,0.056274
23760,0,0.016503,0.055538
23770,0,0.016152,0.016151
23780,0,0.003682,0.005222
23790,0,0.003391,0.005620
23800,0,0.003477,0.017549
23810,0,0.045076,0.045046
23820,0,0.002934,0.002738
23830,0,0.014907,0.014906
23840,0,0.003952,0.003355
23850,0,0.003034,0.003355
23860,0,0.004028,0.002616
23870,0,0.010400,0.245339
23880,0,0.009781,0.014143
23890,0,0.010172,0.245231
23900,0,0.004034,0.004041
23910,0,0.010223,0.014135
23920,0,0.005164,0.005124
23930,0,0.003957,0.003355
23940,0,0.003530,0.003355
23950,0,0.014328,0.014126
23960,0,0.003883,0.012491
23970,0,0.013393,0.244857
23980,0,0.003104,0.002856
23990,0,0.023199,0.015676
24000,0,0.021682,0.017412
24010,0,0.014340,0.023474
24020,0,0.016905,0.021327
24030,0,0.004212,0.006544
24040,0,0.004070,0.004070
24050,0,0.003311,0.003060
24060,0,0.021523,0.014129
24070,0,0.002300,0.002447
24080,0,0.006441,0.006813
24090,0,0.002753,0.002811
24100,0,0.003179,0.005215
24110,0,0.002591,0.003354
24120,0,0.009419,0.009419
24130,0,0.002982,0.002982
24140,0,0.005925,0.004996
24150,0,0.003983,0.003483
24160,0,0.007309,0.005214
24170,0,0.004879,0.004879
24180,0,0.003422,0.003354
24190,0,0.004786,0.002393
24200,0,0.005387,0.004071
24210,0,0.005390,0.007274
24220,0,0.029892,0.244675
24230,0,0.002515,0.005212
24240,0,0.004791,0.005212
24250,0,0.003521,0.003307
24260,0,0.003981,0.003354
24270,0,0.019020,0.005214
24280,0,0.004148,0.004148
24290,0,0.020226,0.005218
24300,0,0.040439,0.244651
24310,0,0.007350,0.003675
24320,0,0.002397,0.005222
24330,0,0.004139,0.005222
24340,0,0.001866,0.005222
24350,0,0.002992,0.003422
24360,0,0.006553,0.006812
24370,0,0.024717,0.062196
24380,0,0.003180,0.005221
24390,0,0.006754,0.005221
24400,0,0.003422,0.003353
24410,0,0.013196,0.244625
24420,0,0.040957,0.029140
24430,0,0.004287,0.004260
24440,0,0.003782,0.005220
24450,0,0.006297,0.005219
24460,0,0.003661,0.005602
24470,0,0.003122,0.003353
24480,0,0.002788,0.017365
24490,0,0.002753,0.002867
24500,0,0.003259,0.005600
24510,0,0.010950,0.014129
24520,0,0.002495,0.005217
24530,0,0.003606,0.005217
24540,0,0.004299,0.004299
24550,0,0.003347,0.003505
24560,0,0.003169,0.003169
24570,0,0.006122,0.006810
24580,0,0.003624,0.005216
24590,0,0.002560,0.005215
24600,0,0.005156,0.005242
24610,0,0.002120,0.005214
24620,0,0.003375,0.003129
24630,0,0.003214,0.005596
24640,0,0.010381,0.244225
24650,0,0.003872,0.034859
24660,0,0.003845,0.005594
24670,0,0.012041,0.243958
24680,0,0.004329,0.003908
24690,0,0.003848,0.005214
24700,0,0.002706,0.005214
24710,0,0.004801,0.005213
24720,0,0.002620,0.003352
24730,0,0.002622,0.005213
24740,0,0.003570,0.003352
24750,0,0.002376,0.017308
24760,0,0.004146,0.004395
24770,0,0.003232,0.005589
24780,0,0.009671,0.005591
24790,0,0.005509,0.006368
24800,0,0.003043,0.003351
24810,0,0.003753,0.005589
24820,0,0.011137,0.016310
24830,0,0.005618,0.006238
24840,0,0.007605,0.006811
24850,0,0.003579,0.005588
24860,0,0.003437,0.001719
24870,0,0.004116,0.003832
24880,0,0.005164,0.005227
24890,0,0.004026,0.003583
24900,0,0.003046,0.002920
24910,0,0.005802,0.005584
24920,0,0.004611,0.004015
24930,0,0.005645,0.005954
24940,0,0.007593,0.004476
24950,0,0.003327,0.003327
24960,0,0.032598,0.032586
24970,0,0.005048,0.005580
24980,0,0.004269,0.004115
24990,0,0.005645,0.006132
25000,0,0.013873,0.005235
25010,0,0.002940,0.002940
25020,0,0.020748,0.020745
25030,0,0.012925,0.005239
25040,0,0.022028,0.022024
25050,0,0.009484,0.014100
25060,0,0.002594,0.003350
25070,0,0.003038,0.003136
25080,0,0.004270,0.004251
25090,0,0.005853,0.006062
25100,0,0.002610,0.002746
25110,0,0.002094,0.002826
25120,0,0.003966,0.003433
25130,0,0.003635,0.003583
25140,0,0.003019,0.003350
25150,0,0.003243,0.003656
25160,0,0.005256,0.005205
25170,0,0.005068,0.005238
25180,0,0.004530,0.005576
25190,0,0.003349,0.003350
25200,0,0.002553,0.005237
25210,0,0.005525,0.015793
25220,0,0.036746,0.243619
25230,0,0.003132,0.003007
25240,0,0.003938,0.005430
25250,0,0.002667,0.005236
25260,0,0.004832,0.003704
25270,0,0.004567,0.004288
25280,0,0.079863,0.005242
25290,0,0.003051,0.003350
25300,0,0.003881,0.003715
25310,0,0.006521,0.006809
25320,0,0.002806,0.003299
25330,0,0.003908,0.005573
25340,0,0.011092,0.029894
25350,0,0.014956,0.243570
25360,0,0.004010,0.003349
25370,0,0.004498,0.060372
25380,0,0.003127,0.003127
25390,0,0.091308,0.243438
25400,0,0.010068,0.243306
25410,0,0.004152,0.003144
25420,0,0.006778,0.006808
25430,0,0.003223,0.005571
25440,0,0.004224,0.005569
25450,0,0.010672,0.243014
25460,0,0.012174,0.242935
25470,0,0.011872,0.014072
25480,0,0.003189,0.003025
25490,0,0.003765,0.003605
25500,0,0.004146,0.004191
25510,0,0.022129,0.022126
25520,0,0.003744,0.005567
25530,0,0.005848,0.006807
25540,0,0.003117,0.003117
25550,0,0.011500,0.242701
25560,0,0.004233,0.004233
25570,0,0.004284,0.004261
25580,0,0.004394,0.015283
25590,0,0.003624,0.005240
25600,0,0.002705,0.002705
25610,0,0.003590,0.003349
25620,0,0.005007,0.014585
25630,0,0.002235,0.002917
25640,0,0.005032,0.002516
25650,0,0.002635,0.005239
25660,0,0.005125,0.005238
25670,0,0.003480,0.005561
25680,0,0.010112,0.005238
25690,0,0.003183,0.034511
25700,0,0.003199,0.003941
25710,0,0.002639,0.005237
25720,0,0.004814,0.005237
25730,0,0.003444,0.003348
25740,0,0.002624,0.003348
25750,0,0.003633,0.003910
25760,0,0.035030,0.242677
25770,0,0.002667,0.005235
25780,0,0.003919,0.003921
25790,0,0.003445,0.003348
25800,0,0.003263,0.003962
25810,0,0.002863,0.002750
25820,0,0.005712,0.004606
25830,0,0.004225,0.004225
25840,0,0.003095,0.003477
25850,0,0.004847,0.005233
25860,0,0.003403,0.005551
25870,0,0.003079,0.003347
25880,0,0.005967,0.006805
25890,0,0.004282,0.004096
25900,0,0.004484,0.004358
25910,0,0.002595,0.005231
25920,0,0.003369,0.003347
25930,0,0.004653,0.004656
25940,0,0.003624,0.003347
25950,0,0.009138,0.029641
25960,0,0.035306,0.035291
25970,0,0.004064,0.002032
25980,0,0.009917,0.029428
25990,0,0.010931,0.014060
26000,0,0.002919,0.005551
26010,0,0.006177,0.005229
26020,0,0.003449,0.003347
26030,0,0.002634,0.003347
26040,0,0.003177,0.003347
26050,0,0.002764,0.003647
26060,0,0.004705,0.004673
26070,0,0.006539,0.006804
26080,0,0.003397,0.003406
26090,0,0.004672,0.003722
26100,0,0.002874,0.003347
26110,0,0.006541,0.005551
26120,0,0.010982,0.242471
26130,0,0.003086,0.016983
26140,0,0.009744,0.242313
26150,0,0.004343,0.004343
26160,0,0.009661,0.014045
26170,0,0.003257,0.005552
26180,0,0.004179,0.003976
26190,0,0.011991,0.241971
26200,0,0.003456,0.005227
26210,0,0.003756,0.005551
26220,0,0.003367,0.003347
26230,0,0.002656,0.003347
26240,0,0.004055,0.003347
26250,0,0.002784,0.002911
26260,0,0.019724,0.019722
26270,0,0.003977,0.001988
26280,0,0.003142,0.003262
26290,0,0.004798,0.005224
26300,0,0.002659,0.003346
26310,0,0.002844,0.003510
26320,0,0.003184,0.003485
26330,0,0.003840,0.004209
26340,0,0.003339,0.002793
26350,0,0.002610,0.005222
26360,0,0.003218,0.005222
26370,0,0.005457,0.009868
26380,0,0.003834,0.005542
26390,0,0.004254,0.004249
26400,0,0.003163,0.003684
26410,0,0.006389,0.006803
26420,0,0.002550,0.005221
26430,0,0.003210,0.004048
26440,0,0.003593,0.005538
26450,0,0.012147,0.029329
26460,0,0.008576,0.029253
26470,0,0.003330,0.003577
26480,0,0.004392,0.004392
26490,0,0.038644,0.029070
26500,0,0.030767,0.029081
26510,0,0.027156,0.027149
26520,0,0.023986,0.023981
26530,0,0.016502,0.016501
26540,0,0.002983,0.005220
26550,0,0.002898,0.002898
26560,0,0.018900,0.241842
26570,0,0.003643,0.005219
26580,0,0.006794,0.006794
26590,0,0.003222,0.005541
26600,0,0.003268,0.003790
26610,0,0.004920,0.004920
26620,0,0.003659,0.003659
26630,0,0.004794,0.005217
26640,0,0.002886,0.003346
26650,0,0.002655,0.003346
26660,0,0.003355,0.003240
26670,0,0.004276,0.004072
26680,0,0.004194,0.003980
26690,0,0.004109,0.004293
26700,0,0.003589,0.005538
26710,0,0.008710,0.028939
26720,0,0.004045,0.004045
26730,0,0.005980,0.006608
26740,0,0.007820,0.005215
26750,0,0.006838,0.006805
26760,0,0.004255,0.005215
26770,0,0.003378,0.005535
26780,0,0.003972,0.003647
26790,0,0.006994,0.006804
26800,0,0.004271,0.004091
26810,0,0.002684,0.005532
26820,0,0.021900,0.053682
26830,0,0.003261,0.003701
26840,0,0.033235,0.033223
26850,0,0.018772,0.018770
26860,0,0.006670,0.006804
26870,0,0.005356,0.006092
26880,0,0.003375,0.003345
26890,0,0.002660,0.003345
26900,0,0.003166,0.002934
26910,0,0.003191,0.003345
26920,0,0.007967,0.028773
26930,0,0.004363,0.004363
26940,0,0.003011,0.005211
26950,0,0.009755,0.014023
26960,0,0.004794,0.002397
26970,0,0.002468,0.005211
26980,0,0.009318,0.241216
26990,0,0.003235,0.005529
27000,0,0.010213,0.014007
27010,0,0.010712,0.014004
27020,0,0.013228,0.240958
27030,0,0.013268,0.014000
27040,0,0.003800,0.002543
27050,0,0.006648,0.006804
27060,0,0.011866,0.016645
27070,0,0.002849,0.005209
27080,0,0.005794,0.006565
27090,0,0.015665,0.017682
27100,0,0.003714,0.005209
27110,0,0.004034,0.004043
27120,0,0.025508,0.025503
27130,0,0.022358,0.022355
27140,0,0.003113,0.003345
27150,0,0.007932,0.028612
27160,0,0.018912,0.028574
27170,0,0.020115,0.020113
27180,0,0.009679,0.240752
27190,0,0.002616,0.005207
27200,0,0.004788,0.005207
27210,0,0.003231,0.005207
27220,0,0.002662,0.003344
27230,0,0.003369,0.003641
27240,0,0.003843,0.001921
27250,0,0.004042,0.003666
27260,0,0.003002,0.005206
27270,0,0.002633,0.005205
27280,0,0.004369,0.005535
27290,0,0.003213,0.003631
27300,0,0.004237,0.005536
27310,0,0.018098,0.006545
27320,0,0.004348,0.004328
27330,0,0.003904,0.005205
27340,0,0.020130,0.020128
27350,0,0.005704,0.006804
27360,0,0.004249,0.004178
27370,0,0.003471,0.003344
27380,0,0.002908,0.005205
27390,0,0.003153,0.003344
27400,0,0.003792,0.005534
27410,0,0.006009,0.006689
27420,0,0.019265,0.005209
27430,0,0.024691,0.122787
27440,0,0.019834,0.005212
27450,0,0.020030,0.005214
27460,0,0.005105,0.005317
27470,0,0.006480,0.006804
27480,0,0.005044,0.005223
27490,0,0.003378,0.007062
27500,0,0.005803,0.006517
27510,0,0.004711,0.004672
27520,0,0.006427,0.003213
27530,0,0.002448,0.005215
27540,0,0.003689,0.005214
27550,0,0.018296,0.018294
27560,0,0.018026,0.007325
27570,0,0.006403,0.006803
27580,0,0.003803,0.006759
27590,0,0.003550,0.005524
27600,0,0.003124,0.005212
27610,0,0.002681,0.003343
27620,0,0.003749,0.016714
27630,0,0.003896,0.001948
27640,0,0.004758,0.004568
27650,0,0.006878,0.005021
27660,0,0.002916,0.005522
27670,0,0.002705,0.003343
27680,0,0.003207,0.003343
27690,0,0.003978,0.003978
27700,0,0.004098,0.004917
27710,0,0.002690,0.005210
27720,0,0.003384,0.003343
27730,0,0.002183,0.005208
27740,0,0.005130,0.005063
27750,0,0.008617,0.240366
27760,0,0.004075,0.007177
27770,0,0.003291,0.003675
27780,0,0.003068,0.005518
27790,0,0.003410,0.003018
27800,0,0.006254,0.005518
27810,0,0.003270,0.003289
27820,0,0.012672,0.013962
27830,0,0.004245,0.053174
27840,0,0.003275,0.003293
27850,0,0.003650,0.003321
27860,0,0.018431,0.011438
27870,0,0.002203,0.005207
27880,0,0.004250,0.003966
27890,0,0.003095,0.003095
27900,0,0.003168,0.003168
27910,0,0.018962,0.239850
27920,0,0.017555,0.239751
27930,0,0.017244,0.239626
27940,0,0.011827,0.239576
27950,0,0.003036,0.003415
27960,0,0.003496,0.005518
27970,0,0.003197,0.005205
27980,0,0.002168,0.005205
27990,0,0.003221,0.003343
28000,0,0.003987,0.008247
28010,0,0.003036,0.005205
28020,0,0.005227,0.005212
28030,0,0.008531,0.005515
28040,0,0.002699,0.005204
28050,0,0.003118,0.003343
28060,0,0.007322,0.028380
28070,0,0.004179,0.005516
28080,0,0.281892,0.005657
28090,0,0.003422,0.003422
28100,0,0.045160,0.005726
28110,0,0.003523,0.005515
28120,0,0.002926,0.002983
28130,0,0.010598,0.005742
28140,0,0.004284,0.004271
28150,0,0.003260,0.003343
28160,0,0.004602,0.002301
28170,0,0.004506,0.004506
28180,0,0.017120,0.005758
28190,0,0.032649,0.005765
28200,0,0.023370,0.023366
28210,0,0.004119,0.004039
28220,0,0.003219,0.003219
28230,0,0.005108,0.005774
28240,0,0.004381,0.003948
28250,0,0.004154,0.005773
28260,0,0.003148,0.005773
28270,0,0.002924,0.003342
28280,0,0.002966,0.002966
28290,0,0.004074,0.003952
28300,0,0.002535,0.005772
28310,0,0.003295,0.003295
28320,0,0.015601,0.007321
28330,0,0.003126,0.003126
28340,0,0.003431,0.004440
28350,0,0.008920,0.005563
28360,0,0.003993,0.003993
28370,0,0.004346,0.004047
28380,0,0.002882,0.005770
28390,0,0.005035,0.005770
28400,0,0.002826,0.003342
28410,0,0.003675,0.003608
28420,0,0.003036,0.003341
28430,0,0.014495,0.049283
28440,0,0.003508,0.003759
28450,0,0.007382,0.006803
28460,0,0.006176,0.005767
28470,0,0.004079,0.005562
28480,0,0.003992,0.004855
28490,0,0.006592,0.006592
28500,0,0.003848,0.003848
28510,0,0.004290,0.004272
28520,0,0.022639,0.005770
28530,0,0.003640,0.005770
28540,0,0.005234,0.005769
28550,0,0.011079,0.011078
28560,0,0.011086,0.011086
28570,0,0.003299,0.016701
28580,0,0.003891,0.003891
28590,0,0.006550,0.006803
28600,0,0.006089,0.006062
28610,0,0.009222,0.239319
28620,0,0.008408,0.239216
28630,0,0.009341,0.013949
28640,0,0.004226,0.003815
28650,0,0.008574,0.239061
28660,0,0.002660,0.003341
28670,0,0.009317,0.238958
28680,0,0.002791,0.005555
28690,0,0.003621,0.003341
28700,0,0.011958,0.013931
28710,0,0.014321,0.013930
28720,0,0.003447,0.003334
28730,0,0.007792,0.006804
28740,0,0.003875,0.051093
28750,0,0.004675,0.004675
28760,0,0.006389,0.006804
28770,0,0.004140,0.002070
28780,0,0.004104,0.004104
28790,0,0.009085,0.238629
28800,0,0.004233,0.004262
28810,0,0.004057,0.004057
28820,0,0.002565,0.005762
28830,0,0.003174,0.005550
28840,0,0.003273,0.003572
28850,0,0.004048,0.004048
28860,0,0.004704,0.004704
28870,0,0.004038,0.002019
28880,0,0.002865,0.003340
28890,0,0.003503,0.003564
28900,0,0.004233,0.004233
28910,0,0.003369,0.005759
28920,0,0.002601,0.005758
28930,0,0.005930,0.005757
28940,0,0.002633,0.003069
28950,0,0.003377,0.003710
28960,0,0.003626,0.003626
28970,0,0.006215,0.003807
28980,0,0.008194,0.015706
28990,0,0.003670,0.005756
29000,0,0.004228,0.002114
29010,0,0.004073,0.004073
29020,0,0.004234,0.004234
29030,0,0.003612,0.003340
29040,0,0.003415,0.003415
29050,0,0.004216,0.004058
29060,0,0.007085,0.006804
29070,0,0.003614,0.005753
29080,0,0.002650,0.005752
29090,0,0.004164,0.002966
29100,0,0.003881,0.001940
29110,0,0.005612,0.014297
29120,0,0.002639,0.005751
29130,0,0.002883,0.002883
29140,0,0.004255,0.004255
29150,0,0.003645,0.003339
29160,0,0.006815,0.006804
29170,0,0.008964,0.028127
29180,0,0.005796,0.013919
29190,0,0.006490,0.006490
29200,0,0.003618,0.005748
29210,0,0.022006,0.011766
29220,0,0.004903,0.010044
29230,0,0.005075,0.005197
29240,0,0.004597,0.004597
29250,0,0.003685,0.003910
29260,0,0.003085,0.129647
29270,0,0.002551,0.005747
29280,0,0.004776,0.005746
29290,0,0.004221,0.004000
29300,0,0.002673,0.003339
29310,0,0.008914,0.005537
29320,0,0.004865,0.032214
29330,0,0.003191,0.003339
29340,0,0.646540,0.194570
29350,0,0.013361,0.163755
29360,0,0.007618,0.005540
29370,0,0.008135,0.238275
29380,0,0.066907,0.025357
29390,0,0.041560,0.041390
29400,0,0.009181,0.013908
29410,0,0.004234,0.004234
29420,0,0.009280,0.013905
29430,0,0.008571,0.238044
29440,0,0.009978,0.013896
29450,0,0.006633,0.006803
29460,0,0.004262,0.004081
29470,0,0.003977,0.003977
29480,0,0.005951,0.005744
29490,0,0.003457,0.003339
29500,0,0.002656,0.003339
29510,0,0.003646,0.003339
29520,0,0.008790,0.006064
29530,0,0.008224,0.005567
29540,0,0.003169,0.004758
29550,0,0.004054,0.097532
29560,0,0.007810,0.030267
29570,0,0.002939,0.005743
29580,0,0.003420,0.003420
29590,0,0.004590,0.029942
29600,0,0.002815,0.003339
29610,0,0.002638,0.003338
29620,0,0.003254,0.002985
29630,0,0.004233,0.004258
29640,0,0.003892,0.004467
29650,0,0.007515,0.007515
29660,0,0.004063,0.004063
29670,0,0.003370,0.003339
29680,0,0.003188,0.005740
29690,0,0.999959,0.060551
29700,0,0.002647,0.003338
29710,0,0.003668,0.003721
29720,0,0.006496,0.006802
29730,0,0.005704,0.006801
