packet_index,kitsune_score,192.168.2.15,192.168.100.5,192.168.2.13,169.254.174.17,192.168.2.7,192.168.2.1
794000,0.21859933,0.23182108,,,,,
795000,0.17691947,,,0.17302342,,,
796000,0.17758052,,,0.17303707,,,
797000,0.17266273,,,0.17306126,,,
798000,0.23279641,0.23159106,,,,,
799000,0.17720907,,,0.17310175,,,
800000,0.090548765,,0.11698259,,,,
801000,0.17722698,,,0.17312866,,,
802000,0.17961379,,,0.17314359,,,
803000,0.0889808,,0.11683576,,,,
804000,0.17540858,,,0.17317078,,,
805000,0.18496358,,,0.17319572,,,
806000,0.1916191,,,0.17321714,,,
807000,0.18554209,,,0.17323681,,,
808000,0.21408112,0.23098085,,,,,
809000,0.17299225,,,0.17327991,,,
810000,0.083740532,,0.11642555,,,,
811000,0.21237757,0.23071846,,,,,
812000,0.22510527,0.23063298,,,,,
813000,0.20866847,0.23054615,,,,,
814000,0.17968534,,,0.17336017,,,
815000,0.20933925,0.23037436,,,,,
816000,0.21214982,0.23029296,,,,,
817000,0.19513893,,,0.17341305,,,
818000,0.21003123,0.23012671,,,,,
819000,0.17606945,,,0.17344625,,,
820000,0.17294012,,,0.17347041,,,
821000,0.17224309,,,0.17348848,,,
822000,0.21349122,0.22986816,,,,,
823000,0.17657289,,,0.17352387,,,
824000,0.083555908,,0.11557858,,,,
825000,0.2129152,0.22969549,,,,,
826000,0.17416352,,,0.17358375,,,
827000,0.083036307,,0.11539898,,,,
828000,0.21467277,0.2294852,,,,,
829000,0.17874825,,,0.17363116,,,
830000,0.17809506,,,0.17365356,,,
831000,0.1756091,,,0.17367653,,,
832000,0.21402524,0.22920096,,,,,
833000,0.082303056,,0.11503982,,,,
834000,0.21368523,0.22905145,,,,,
835000,0.20756615,0.22897624,,,,,
836000,0.21995231,0.22889823,,,,,
837000,0.2098263,0.22883005,,,,,
838000,0.081502811,,0.11474383,,,,
839000,0.17269412,,,0.17380154,,,
840000,0.081487971,,0.11462583,,,,
841000,0.21133046,0.22857137,,,,,
842000,0.20873242,0.22849331,,,,,
843000,0.17268251,,,0.17385971,,,
844000,0.082061913,,0.11439015,,,,
845000,0.17406847,,,0.17388787,,,
846000,0.08406563,,0.11427208,,,,
847000,0.087458061,,0.11423852,,,,
848000,0.21459011,0.22835667,,,,,
849000,0.21624343,0.22832057,,,,,
850000,0.21517432,0.2282652,,,,,
851000,0.17729038,,,0.17399,,,
852000,0.21416973,0.22817848,,,,,
853000,0.21252925,0.22813284,,,,,
854000,0.17119843,,,0.17403468,,,
855000,0.21486203,0.22807006,,,,,
856000,0.17602928,,,0.17406989,,,
857000,0.17997289,,,0.1740821,,,
858000,0.21181173,0.22786677,,,,,
859000,0.21591347,0.22781146,,,,,
860000,0.21362499,0.22773514,,,,,
861000,0.1740171,,,0.17414359,,,
862000,0.18493057,,,0.17416215,,,
863000,0.23683817,0.22758319,,,,,
864000,0.22374393,0.2275469,,,,,
865000,0.18053741,,,0.17421442,,,
866000,0.17496648,,,0.17423169,,,
867000,0.18317294,,,0.17425109,,,
868000,0.19140176,,,0.1742616,,,
869000,0.17682093,,,0.17427167,,,
870000,0.17907185,,,0.17428519,,,
871000,0.17998577,,,0.17429797,,,
872000,0.18063133,,,0.17431561,,,
873000,0.17128472,,,0.17432517,,,
874000,0.21275912,0.22714372,,,,,
875000,0.19013372,,,0.1743601,,,
876000,0.21365157,0.22707388,,,,,
877000,0.18616311,,,0.17438519,,,
878000,0.21435332,0.22699662,,,,,
879000,0.22149312,0.22696517,,,,,
880000,0.21792054,0.22692354,,,,,
881000,0.22661677,0.22688433,,,,,
882000,0.086360128,,0.11209196,,,,
883000,0.21727664,0.22681158,,,,,
884000,0.083300947,,0.11197389,,,,
885000,0.21822492,0.2267106,,,,,
886000,0.2131187,0.22666807,,,,,
887000,0.17172503,,,0.17452407,,,
888000,0.17412396,,,0.17453124,,,
889000,0.229389,0.22664313,,,,,
890000,0.1798104,,,0.17454799,,,
891000,0.22117739,0.2265677,,,,,
892000,0.21281218,0.22651015,,,,,
893000,0.21384472,0.22645539,,,,,
894000,0.2105503,0.22640955,,,,,
895000,0.21470628,0.22635831,,,,,
896000,0.21262384,0.22630723,,,,,
897000,0.18689444,,,0.17461581,,,
898000,0.082832454,,0.11114248,,,,
899000,0.081713671,,0.11108722,,,,
900000,0.2164277,0.22613445,,,,,
901000,0.17521553,,,0.17466038,,,
902000,0.17469075,,,0.1746712,,,
903000,0.17150425,,,0.17467904,,,
904000,0.17457549,,,0.1746884,,,
905000,0.17491783,,,0.17469852,,,
906000,0.17873095,,,0.17471358,,,
907000,0.18349082,,,0.17472148,,,
908000,0.17354329,,,0.1747339,,,
909000,0.082922347,,0.1104962,,,,
910000,0.17762743,,,0.17475989,,,
911000,0.083214497,,0.11038502,,,,
912000,0.17239092,,,0.17477711,,,
913000,0.080755301,,0.11027413,,,,
914000,0.21683499,0.22532976,,,,,
915000,0.21437679,0.22525965,,,,,
916000,0.17330868,,,0.17481702,,,
917000,0.17387443,,,0.17481882,,,
918000,0.17519655,,,0.17482879,,,
919000,0.1732286,,,0.17483973,,,
920000,0.17932932,,,0.17484891,,,
921000,0.17175151,,,0.17485938,,,
922000,0.17936765,,,0.17486196,,,
923000,0.19559541,,,0.17487082,,,
924000,0.21208613,0.22491149,,,,,
925000,0.21818205,0.22487556,,,,,
926000,0.17235332,,,0.17490256,,,
927000,0.21914979,0.22484145,,,,,
928000,0.18262745,,,0.17492108,,,
929000,0.17843603,,,0.17493428,,,
930000,0.17158557,,,0.17494871,,,
931000,0.18090492,,,0.174957,,,
932000,0.17904817,,,0.17496759,,,
933000,0.17908252,,,0.17498101,,,
934000,0.19698969,,,0.17499486,,,
935000,0.17755351,,,0.17500863,,,
936000,0.17364081,,,0.17501539,,,
937000,0.17168629,,,0.17503409,,,
938000,0.17704124,,,0.1750484,,,
939000,0.17551769,,,0.17506061,,,
940000,0.17343267,,,0.1750679,,,
941000,0.17890867,,,0.17507808,,,
942000,0.19002898,,,0.175086,,,
943000,0.17734522,,,0.1751004,,,
944000,0.19504178,,,0.17511482,,,
945000,0.17296398,,,0.17512306,,,
946000,0.177708,,,0.17513808,,,
947000,0.17396538,,,0.17515257,,,
948000,0.18846952,,,0.17515927,,,
949000,0.19215829,,,0.17517356,,,
950000,0.1827992,,,0.1751779,,,
951000,0.21128197,,,0.17519569,,,
952000,0.20333595,,,0.17520173,,,
953000,0.19210975,,,0.17521156,,,
954000,0.21623014,,,0.17522339,,,
955000,0.19741672,,,0.17523513,,,
956000,0.17599988,,,0.17524148,,,
957000,0.17673533,,,0.17525062,,,
958000,0.21188227,,,0.17525392,,,
959000,0.18741959,,,0.17527248,,,
960000,0.21228694,,,0.1752804,,,
961000,0.2028711,,,0.17528795,,,
962000,0.19217159,,,0.1752977,,,
963000,0.18493042,,,0.17530452,,,
964000,0.18726285,,,0.17530631,,,
965000,0.19991713,,,0.17531828,,,
966000,0.19878422,,,0.17532942,,,
967000,0.18402809,,,0.17535103,,,
968000,0.17170315,,,0.17535199,,,
969000,0.18692256,,,0.175358,,,
970000,0.17907453,,,0.17536521,,,
971000,0.17267372,,,0.17537437,,,
972000,0.17129661,,,0.17538504,,,
973000,0.21258146,0.22285489,,,,,
974000,0.18577635,,,0.17540935,,,
975000,0.17191226,,,0.17542448,,,
976000,0.17406053,,,0.17543195,,,
977000,0.17615482,,,0.17544647,,,
978000,0.17300884,,,0.17544512,,,
979000,0.17172826,,,0.17547451,,,
980000,0.17438787,,,0.17549228,,,
981000,0.17124549,,,0.17550569,,,
982000,0.17281831,,,0.1755165,,,
983000,0.17626232,,,0.17552911,,,
984000,0.17631243,,,0.17554123,,,
985000,0.20530925,,,0.17555094,,,
986000,0.17612068,,,0.17555876,,,
987000,0.19981798,,,0.17556719,,,
988000,0.22040508,0.22277396,,,,,
989000,0.22211538,0.22279413,,,,,
990000,0.090993444,,0.10676406,,,,
991000,0.22231785,0.22279716,,,,,
992000,0.21839851,0.22282509,,,,,
993000,0.099699354,,0.10670154,,,,
994000,0.18015712,,,0.17563233,,,
995000,0.22529176,0.22287381,,,,,
996000,0.22288716,0.22290649,,,,,
997000,0.22708302,0.22292501,,,,,
998000,0.22610918,0.22298726,,,,,
999000,0.23557937,0.22303471,,,,,
1000000,0.10157586,,0.10667739,,,,
1001000,0.17284202,,,0.17568797,,,
1002000,0.17381963,,,0.17569212,,,
1003000,0.21419226,0.22300474,,,,,
1004000,0.21436448,0.22297462,,,,,
1005000,0.17220059,,,0.17570785,,,
1006000,0.17147697,,,0.17571279,,,
1007000,0.17187154,,,0.17571529,,,
1008000,0.17087791,,,0.17572279,,,
1009000,0.093391632,,0.10647679,,,,
1010000,0.21811739,0.22297052,,,,,
1011000,0.21908748,0.22296148,,,,,
1012000,0.17158951,,,0.17575442,,,
1013000,0.18054988,,,0.17576039,,,
1014000,0.18011685,,,0.17576623,,,
1015000,0.21352989,0.22286981,,,,,
1016000,0.21217766,0.22283201,,,,,
1017000,0.086971453,,0.10618394,,,,
1018000,0.1736165,,,0.17577937,,,
1019000,0.1715543,,,0.17578338,,,
1020000,0.21141302,0.22267737,,,,,
1021000,0.086354844,,0.10601683,,,,
1022000,0.17647896,,,0.17579109,,,
1023000,0.17502973,,,0.17579708,,,
1024000,0.17336887,,,0.17580667,,,
1025000,0.17227268,,,0.17581289,,,
1026000,0.21222671,0.22251737,,,,,
1027000,0.17377671,,,0.17582247,,,
1028000,0.21616466,0.22248873,,,,,
1029000,0.22854176,0.2224869,,,,,
1030000,0.23104478,0.22252604,,,,,
1031000,0.17870633,,,0.1758412,,,
1032000,0.22513111,0.22260828,,,,,
1033000,0.17191418,,,0.17584086,,,
1034000,0.23297611,0.22264331,,,,,
1035000,0.096651662,,0.10565607,,,,
1036000,0.22920851,0.22271988,,,,,
1037000,0.22451562,0.22273926,,,,,
1038000,0.1060539,,0.10562444,,,,
1039000,0.17373129,,,0.17587984,,,
1040000,0.25363374,0.22287248,,,,,
1041000,0.1715749,,,0.17589929,,,
1042000,0.17863555,,,0.17591084,,,
1043000,0.15410857,,0.10588496,,,,
1044000,0.25548194,0.22353214,,,,,
1045000,0.17357572,,,0.17591984,,,
1046000,0.16238176,,0.10613252,,,,
1047000,0.26769751,0.22417369,,,,,
1048000,0.26149563,0.22438434,,,,,
1049000,0.1300052,,0.10637556,,,,
1050000,0.12944368,,0.1064231,,,,
1051000,0.14267934,,0.10648124,,,,
1052000,0.24799625,0.22491976,,,,,
1053000,0.14500917,,0.10661438,,,,
1054000,0.26580948,0.22524612,,,,,
1055000,0.25891877,0.2254303,,,,,
1056000,0.17273235,,,0.17598234,,,
1057000,0.17473575,,,0.17598868,,,
1058000,0.17820611,,,0.17599363,,,
1059000,0.24587751,0.22604685,,,,,
1060000,0.17331843,,,0.17600303,,,
1061000,0.17140181,,,0.17600571,,,
1062000,0.24972939,0.22636942,,,,,
1063000,0.24407912,0.22648551,,,,,
1064000,0.14442204,,0.10748335,,,,
1065000,0.17206317,,,0.17603867,,,
1066000,0.17144356,,,0.1760426,,,
1067000,0.14994416,,0.10778158,,,,
1068000,0.17425312,,,0.17604331,,,
1069000,0.24857536,0.22723729,,,,,
1070000,0.1653943,,0.10810222,,,,
1071000,0.17545284,,,0.17605836,,,
1072000,0.17526972,,,0.17606298,,,
1073000,0.17842949,,,0.17607409,,,
1074000,0.26221361,0.22800921,,,,,
1075000,0.17317034,,,0.17608711,,,
1076000,0.17402709,,,0.17609121,,,
1077000,0.18572489,,0.10917945,,,,
1078000,0.28377867,0.22885221,,,,,
1079000,0.28547108,0.22910717,,,,,
1080000,0.27457632,0.22934722,,,,,
1081000,0.17433068,,,0.17611575,,,
1082000,0.27914033,0.22980767,,,,,
1083000,0.27693683,0.2300394,,,,,
1084000,0.19577296,,0.11048004,,,,
1085000,0.29066941,0.23048058,,,,,
1086000,0.17271706,,,0.17613291,,,
1087000,0.27853558,0.23098015,,,,,
1088000,0.28343497,0.23123112,,,,,
1089000,0.20741679,,0.11152075,,,,
1090000,0.28569799,0.2317604,,,,,
1091000,0.2804565,0.23200566,,,,,
1092000,0.1747637,,,0.17616892,,,
1093000,0.28917618,0.23258364,,,,,
1094000,0.21347082,,0.11257976,,,,
1095000,0.17392013,,,0.17619133,,,
1096000,0.1759788,,,0.17620837,,,
1097000,0.27925457,0.23372921,,,,,
1098000,0.29449286,0.23398807,,,,,
1099000,0.29262615,0.23423872,,,,,
1100000,0.17211445,,,0.17624886,,,
1101000,0.30412755,0.23476481,,,,,
1102000,0.29220132,0.23500658,,,,,
1103000,0.19624241,,0.11423772,,,,
1104000,0.29152201,0.23548493,,,,,
1105000,0.1925928,,0.11455961,,,,
1106000,0.1729602,,,0.17628245,,,
1107000,0.27713917,0.23622013,,,,,
1108000,0.17358102,,0.11500579,,,,
1109000,0.26527436,0.23660419,,,,,
1110000,0.17173846,,0.11525818,,,,
1111000,0.18191973,,,0.17630472,,,
1112000,0.17392796,,,0.17631418,,,
1113000,0.17438477,,,0.1763162,,,
1114000,0.1725745,,,0.17631946,,,
1115000,0.1722013,,,0.17631872,,,
1116000,0.2564189,0.23758585,,,,,
1117000,0.29116121,0.23768764,,,,,
1118000,0.17295208,,,0.17633681,,,
1119000,0.25097586,0.23788145,,,,,
1120000,0.17207599,,,0.17634074,,,
1121000,0.17293071,,,0.17634142,,,
1122000,0.17375872,,,0.17635712,,,
1123000,0.2505872,0.23806315,,,,,
1124000,0.2497039,0.23809589,,,,,
1125000,0.17604622,,,0.17636594,,,
1126000,0.23784002,0.23818156,,,,,
1127000,0.23082548,0.23818843,,,,,
1128000,0.23610854,0.23820995,,,,,
1129000,0.17293285,,,0.17638838,,,
1130000,0.23746229,0.23820451,,,,,
1131000,0.2312701,0.23817715,,,,,
1132000,0.1716155,,,0.17639815,,,
1133000,0.22215754,0.2380825,,,,,
1134000,0.17255164,,,0.17639986,,,
1135000,0.22315077,0.23805304,,,,,
1136000,0.23043942,0.23799021,,,,,
1137000,0.24367694,0.2379378,,,,,
1138000,0.21100543,0.23785663,,,,,
1139000,0.21123213,0.23776232,,,,,
1140000,0.20856396,0.23762531,,,,,
1141000,0.080872933,,0.11628535,,,,
1142000,0.21218222,0.23735413,,,,,
1143000,0.21321166,0.23723373,,,,,
1144000,0.082920792,,0.11608357,,,,
1145000,0.21301893,0.23699719,,,,,
1146000,0.20975072,0.23688421,,,,,
1147000,0.089742429,,0.11591661,,,,
1148000,0.094034535,,0.11587208,,,,
1149000,0.22263927,0.23662559,,,,,
1150000,0.21475378,0.23653604,,,,,
1151000,0.21728187,0.23648501,,,,,
1152000,0.10364012,,0.11575072,,,,
1153000,0.21889224,0.2363744,,,,,
1154000,0.22237385,0.23630682,,,,,
1155000,0.1043003,,0.11569079,,,,
1156000,0.21899572,0.23619689,,,,,
1157000,0.22729282,0.23616092,,,,,
1158000,0.23353554,0.23616826,,,,,
1159000,0.16077192,,0.11568519,,,,
1160000,0.31091532,0.23665006,,,,,
1161000,0.2764526,0.23692473,,,,,
1162000,0.2593591,0.23708427,,,,,
1163000,0.24578007,0.23717492,,,,,
1164000,0.23271408,0.2371817,,,,,
1165000,0.10476031,,0.1160002,,,,
1166000,0.24876744,0.23710735,,,,,
1167000,0.21931268,0.2370733,,,,,
1168000,0.22120335,0.23704423,,,,,
1169000,0.22232194,0.23695438,,,,,
1170000,0.21944739,0.23686233,,,,,
1171000,0.21293859,0.23675977,,,,,
1172000,0.21141875,0.23666663,,,,,
1173000,0.21537062,0.23654941,,,,,
1174000,0.081628758,,0.11550231,,,,
1175000,0.21451772,0.23634396,,,,,
1176000,0.21444821,0.23624178,,,,,
1177000,0.17182048,,,0.17656933,,,
1178000,0.23001084,0.23603458,,,,,
1179000,0.21874402,0.23594429,,,,,
1180000,0.22071066,0.23585359,,,,,
1181000,0.17672761,,,0.17657434,,,
1182000,0.17239748,,,0.17658093,,,
1183000,0.17187432,,,0.17658351,,,
1184000,0.18001067,,,0.17658551,,,
1185000,0.17374348,,,0.1765937,,,
1186000,0.20990056,0.23527724,,,,,
1187000,0.08387557,,0.11455982,,,,
1188000,0.21584495,0.23507406,,,,,
1189000,0.21665471,0.23498901,,,,,
1190000,0.23120406,0.23494034,,,,,
1191000,0.22967615,0.23490466,,,,,
1192000,0.17378891,,,0.17662016,,,
1193000,0.17393529,,,0.17662691,,,
1194000,0.23252574,0.23494904,,,,,
1195000,0.17300342,,,0.17663794,,,
1196000,0.23885711,0.23498198,,,,,
1197000,0.23450389,0.23498506,,,,,
1198000,0.2324642,0.2350005,,,,,
1199000,0.17448551,,,0.17665185,,,
1200000,0.1726565,,,0.17665825,,,
1201000,0.22853305,0.23484371,,,,,
1202000,0.22476665,0.2347788,,,,,
1203000,0.17231158,,,0.17666859,,,
1204000,0.21175502,0.23463424,,,,,
1205000,0.21072523,0.23454372,,,,,
1206000,0.18622027,,,0.17669113,,,
1207000,0.17274021,,,0.17670245,,,
1208000,0.17403881,,,0.17669964,,,
1209000,0.22530861,0.234255,,,,,
1210000,0.24153115,0.23420882,,,,,
1211000,0.24054165,0.2341876,,,,,
1212000,0.25043036,0.23417879,,,,,
1213000,0.17310774,,,0.1767068,,,
1214000,0.22832439,0.23417111,,,,,
1215000,0.17992071,,,0.17671822,,,
1216000,0.1757826,,,0.17672143,,,
1217000,0.26321581,0.23438343,,,,,
1218000,0.13457343,,0.11396317,,,,
1219000,0.17675115,,,0.17674049,,,
1220000,0.16797482,,0.11408167,,,,
1221000,0.17223745,,,0.17674027,,,
1222000,0.25147367,0.23469918,,,,,
1223000,0.17545481,,0.11433994,,,,
1224000,0.2614808,0.23493938,,,,,
1225000,0.16486222,,0.11453302,,,,
1226000,0.27867007,0.23518358,,,,,
1227000,0.2828041,0.23533286,,,,,
1228000,0.17176644,,,0.17675107,,,
1229000,0.25726661,0.23559746,,,,,
1230000,0.17532816,,,0.17676061,,,
1231000,0.17307658,,,0.17676368,,,
1232000,0.26253685,0.23602704,,,,,
1233000,0.26286302,0.23615624,,,,,
1234000,0.27181904,0.23630961,,,,,
1235000,0.17933627,,,0.176778,,,
1236000,0.17401359,,,0.17677616,,,
1237000,0.25789134,0.23687963,,,,,
1238000,0.25877409,0.23702015,,,,,
1239000,0.27974729,0.23717239,,,,,
1240000,0.2541054,0.23731382,,,,,
1241000,0.25713627,0.23741188,,,,,
1242000,0.27646791,0.23752417,,,,,
1243000,0.17413348,,,0.176803,,,
1244000,0.175103,,,0.17681865,,,
1245000,0.17189773,,,0.17682075,,,
1246000,0.17736382,,,0.17682707,,,
1247000,0.25932671,0.2379201,,,,,
1248000,0.23746272,0.23797132,,,,,
1249000,0.13604365,,0.11685905,,,,
1250000,0.17277297,,,0.17685026,,,
1251000,0.24196778,0.23803516,,,,,
1252000,0.22848232,0.23803115,,,,,
1253000,0.25271771,0.23807056,,,,,
1254000,0.24443957,0.23806055,,,,,
1255000,0.17320688,,,0.1768696,,,
1256000,0.23623038,0.23799592,,,,,
1257000,0.10828828,,0.1169417,,,,
1258000,0.11083591,,0.11692341,,,,
1259000,0.17233001,,,0.17688364,,,
1260000,0.18629001,,,0.17688146,,,
1261000,0.21329694,0.23769012,,,,,
1262000,0.17281572,,,0.17688956,,,
1263000,0.086910745,,0.11669607,,,,
1264000,0.20855875,0.23740063,,,,,
1265000,0.20815179,0.23728931,,,,,
1266000,0.21958477,0.23719191,,,,,
1267000,0.17772905,,,0.17690696,,,
1268000,0.17805685,,,0.17690329,,,
1269000,0.17777743,,,0.1768984,,,
1270000,0.21373385,0.23676874,,,,,
1271000,0.083704487,,0.11621031,,,,
1272000,0.083470771,,0.11615346,,,,
1273000,0.083845152,,0.11609519,,,,
1274000,0.21400988,0.23641772,,,,,
1275000,0.17809961,,,0.17690716,,,
1276000,0.20093189,,,0.17691076,,,
1277000,0.17216852,,,0.17691563,,,
1278000,0.21146891,0.23603156,,,,,
1279000,0.18245621,,,0.17691877,,,
1280000,0.17869844,,,0.17692139,,,
1281000,0.23141601,0.2358819,,,,,
1282000,0.18204477,,,0.17693066,,,
1283000,0.10330179,,0.11556063,,,,
1284000,0.22752088,0.23579996,,,,,
1285000,0.17461939,,,0.17695565,,,
1286000,0.18779374,,,0.17695814,,,
1287000,0.21606471,0.23559728,,,,,
1288000,0.17216282,,,0.17696753,,,
1289000,0.17190935,,,0.17696956,,,
1290000,0.17537113,,,0.17696538,,,
1291000,0.17503217,,,0.17697109,,,
1292000,0.17454037,,,0.17697512,,,
1293000,0.17240801,,,0.17696865,,,
1294000,0.17118433,,,0.17696763,,,
1295000,0.17172261,,,0.17696497,,,
1296000,0.082374803,,0.11491317,,,,
1297000,0.081912625,,0.11484133,,,,
1298000,0.21497164,0.23474506,,,,,
1299000,0.17845182,,,0.17697074,,,
1300000,0.17351217,,,0.1769807,,,
1301000,0.21690907,0.23452813,,,,,
1302000,0.086148306,,0.11451261,,,,
1303000,0.087813541,,0.11445572,,,,
1304000,0.21589427,0.23441671,,,,,
1305000,0.212954,0.23434821,,,,,
1306000,0.084381512,,0.11427529,,,,
1307000,0.21041055,0.23417347,,,,,
1308000,0.17488728,,,0.17698953,,,
1309000,0.22824696,0.23403437,,,,,
1310000,0.17203926,,,0.17698998,,,
1311000,0.11123383,,0.11407211,,,,
1312000,0.23208815,0.23404939,,,,,
1313000,0.17173664,,,0.17699435,,,
1314000,0.24037314,0.23415388,,,,,
1315000,0.11185511,,0.11408545,,,,
1316000,0.10171929,,0.11406946,,,,
1317000,0.17228473,,,0.17701152,,,
1318000,0.21851771,0.23413698,,,,,
1319000,0.091735582,,0.11396403,,,,
1320000,0.21629487,0.23406883,,,,,
1321000,0.22771561,0.23402858,,,,,
1322000,0.22066675,0.2339635,,,,,
1323000,0.22689782,0.23391441,,,,,
1324000,0.083512728,,0.11369244,,,,
1325000,0.22525313,0.23377962,,,,,
1326000,0.082946841,,0.11356691,,,,
1327000,0.23036699,0.2336534,,,,,
1328000,0.86207583,,,,,0.500336,
1329000,0.98850285,,,,,,0.68464817
1330000,0.99881869,,,,,,0.77540595
1331000,0.99970441,,,,,,0.82412446
1332000,0.99995521,,,,,,0.85745861
1333000,0.99999009,,,,,,0.87975586
1334000,0.99999716,,,,,,0.8960514
1335000,0.9999985,,,,,,0.90811914
1336000,0.9999993,,,,,0.91795675,
1337000,0.99999974,,,,,0.92589164,
1338000,0.9999999,,,,,,0.93242179
1339000,0.99999995,,,,,0.93798591,
1340000,0.9999995,,,,,0.94208481,
1341000,0.99999986,,,,,0.94620904,
1342000,0.99999995,,,,,,0.94967441
1343000,0.99999998,,,,,0.95277173,
1344000,0.99999999,,,,,,0.95540061
1345000,0.99999999,,,,,,0.95784669
1346000,1,,,,,0.9601034,
1347000,1,,,,,0.96207791,
1348000,1,,,,,0.96379947,
1349000,0.2154997,0.23357865,,,,,
1350000,1,,,,,0.9669335,
1351000,1,,,,,,0.96825399
1352000,1,,,,,0.96954074,
1353000,1,,,,,,0.97061861
1354000,0.99999997,,,,,0.97161408,
1355000,0.99999988,,,,,,0.97253855
1356000,0.99999941,,,,,0.97347425,
1357000,0.99999866,,,,,,0.97424963
1358000,0.99999798,,,,,0.97507555,
1359000,0.99999877,,,,,,0.9758024
1360000,0.99999968,,,,,0.97657582,
1361000,0.99999989,,,,,0.97724287,
1362000,0.99999996,,,,,0.97789662,
1363000,0.99999999,,,,,0.97852006,
1364000,1,,,,,,0.97908167
1365000,1,,,,,,0.97963258
1366000,1,,,,,,0.98016049
1367000,1,,,,,0.98068276,
1368000,1,,,,,,0.98113731
1369000,1,,,,,0.9816009,
1370000,1,,,,,0.98203147,
1371000,1,,,,,,0.98242257
1372000,1,,,,,,0.98278383
1373000,1,,,,,,0.98314045
1374000,0.99999998,,,,,,0.98348187
1375000,0.99999987,,,,,0.9838348,
1376000,0.99999964,,,,,,0.98411063
1377000,0.99999941,,,,,,0.984424
1378000,0.99999868,,,,,,0.98470769
1379000,0.99999808,,,,,0.98500446,
1380000,0.99999057,,,,,,0.98525621
1381000,0.99996038,,,,,,0.98549041
1382000,0.99981045,,,,,0.98573568,
1383000,0.99987841,,,,,0.98597935,
1384000,0.081325717,,0.11330112,,,,
1385000,0.21694567,,,0.17705962,,,
1386000,0.99854075,,,,,,0.9865501
1387000,0.9982179,,,,,,0.9867384
1388000,0.99911157,,,,,0.98693087,
1389000,0.99885452,,,,,0.98710878,
1390000,0.99953492,,,,,0.98730056,
1391000,0.99865962,,,,,,0.98746219
1392000,0.99893793,,,,,,0.98761919
1393000,0.99925938,,,,,,0.98779052
1394000,0.99951401,,,,,0.98796854,
1395000,0.99981501,,,,,0.98814127,
1396000,0.21701119,0.23318377,,,,,
1397000,0.99963914,,,,,,0.9884381
1398000,0.99945393,,,,,0.9885994,
1399000,0.99922963,,,,,0.98873578,
1400000,0.99927391,,,,,,0.98886793
1401000,0.081537971,,0.11317452,,,,
1402000,0.99979284,,,,,,0.98914268
1403000,0.99982336,,,,,0.98929115,
1404000,0.99984737,,,,,0.9894212,
1405000,0.99989446,,,,,,0.98954559
1406000,0.99972104,,,,,,0.98967022
1407000,0.99983117,,,,,0.98979788,
1408000,0.18732972,,,0.17706385,,,
1409000,0.99984574,,,,,0.9900353,
1410000,0.17205893,,,0.17706917,,,
1411000,0.99981868,,,,,0.99026759,
1412000,0.99988846,,,,,,0.9903656
1413000,0.99978985,,,,,,0.99047076
1414000,0.99981708,,,,,0.99058235,
1415000,0.99992189,,,,,,0.99068064
1416000,0.99988776,,,,,0.9907932,
1417000,0.99989422,,,,,,0.99087689
1418000,0.99994652,,,,,,0.99097835
1419000,0.99968614,,,,,0.99107533,
1420000,0.99977445,,,,,0.99116714,
1421000,0.99979451,,,,,0.99125785,
1422000,0.99986107,,,,,0.99134184,
1423000,0.9998286,,,,,,0.99142023
1424000,0.99982103,,,,,0.9915119,
1425000,0.99991483,,,,,,0.99159035
1426000,0.9997986,,,,,0.99167953,
1427000,0.99986873,,,,,0.99175529,
1428000,0.18448498,,,0.17706612,,,
1429000,0.99954053,,,,,0.99189953,
1430000,0.17248247,,,0.17706691,,,
1431000,0.21246305,0.2328536,,,,,
1432000,0.21210595,0.23283922,,,,,
1433000,0.22975428,0.23282928,,,,,
1434000,0.99870892,,,,,0.99218131,
1435000,0.99916059,,,,,0.99224401,
1436000,0.99936891,,,,,,0.99229771
1437000,0.99971564,,,,,,0.9923649
1438000,0.99946086,,,,,,0.99242795
1439000,0.99969691,,,,,,0.99248721
1440000,0.99980419,,,,,,0.99255341
1441000,0.99984585,,,,,,0.99261487
1442000,0.99991037,,,,,,0.99267845
1443000,0.99990207,,,,,0.99274961,
1444000,0.99993053,,,,,0.99280982,
1445000,0.99995341,,,,,0.99286921,
1446000,0.9999551,,,,,0.99292811,
1447000,0.9999597,,,,,0.99298629,
1448000,0.9999645,,,,,0.99304426,
1449000,0.99995631,,,,,,0.9930941
1450000,0.99990758,,,,,,0.99314646
1451000,0.99989856,,,,,,0.99320059
1452000,0.999839,,,,,0.99325669,
1453000,0.99991023,,,,,0.99331119,
1454000,0.99992927,,,,,0.99336349,
1455000,0.99991984,,,,,0.99341122,
1456000,0.99992097,,,,,,0.99345517
1457000,0.99975889,,,,,,0.99350051
1458000,0.99986952,,,,,,0.99354872
1459000,0.9998176,,,,,,0.99359637
1460000,0.99982621,,,,,0.9936469,
1461000,0.9991295,,,,,0.99368606,
1462000,0.9987507,,,,,0.9937207,
1463000,0.99979805,,,,,,0.99375889
1464000,0.99997431,,,,,,0.99380771
1465000,0.9999953,,,,,0.99386092,
1466000,0.99999914,,,,,0.99390515,
1467000,0.99999986,,,,,,0.99394522
1468000,0.99999999,,,,,0.99399808,
1469000,1,,,,,0.99404276,
1470000,0.21194958,0.23256088,,,,,
